Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30.0,No,Travel_Rarely,1465,Research & Development,1.0,3,Medical,1,1241,,Male,63,3,1.0,Research Scientist,2,Married,3579,9369.0,0,Y,Yes,21,4,1,80,1,12,,3,11.0,9,,7
42.0,No,Travel_Frequently,458,Research & Development,26.0,5,Medical,1,1242,,Female,60,3,3.0,Research Director,1,Married,13191,,3,Y,Yes,17,3,3,80,0,20,,3,1.0,0,,0
35.0,No,Non-Travel,1212,Sales,,2,Marketing,1,1243,3.0,Female,78,2,3.0,Sales Executive,4,,10377,13755.0,4,Y,Yes,11,3,2,80,1,16,6.0,2,13.0,2,4.0,12
,No,Travel_Rarely,1103,Research & Development,,3,Life Sciences,1,1244,,Male,42,3,,Research Scientist,1,Married,2235,14377.0,1,Y,Yes,14,3,4,80,2,9,3.0,2,9.0,7,6.0,8
,No,Travel_Frequently,966,Research & Development,,4,Life Sciences,1,1245,4.0,Female,53,3,3.0,Manufacturing Director,3,Divorced,10502,,7,Y,No,17,3,1,80,1,33,2.0,1,5.0,4,,4
44.0,No,Travel_Rarely,1117,Research & Development,,1,Life Sciences,1,1246,,Female,72,4,,Research Scientist,4,,2011,19982.0,1,Y,No,13,3,4,80,1,10,5.0,3,10.0,5,7.0,7
19.0,Yes,Non-Travel,504,Research & Development,10.0,3,Medical,1,1248,,Female,96,2,,Research Scientist,2,Single,1859,,1,Y,Yes,25,4,2,80,0,1,,4,,1,,0
,No,Travel_Rarely,1010,Research & Development,,3,Life Sciences,1,1249,,Female,97,3,,Research Scientist,4,Divorced,3760,5598.0,1,Y,No,15,3,1,80,3,3,,3,,2,1.0,2
54.0,No,Travel_Rarely,685,Research & Development,,3,Life Sciences,1,1250,,Male,85,3,,Research Director,4,,17779,23474.0,3,Y,No,14,3,1,80,0,36,,3,,9,0.0,9
31.0,No,Travel_Rarely,1332,Research & Development,11.0,2,Medical,1,1251,3.0,Male,80,3,2.0,Healthcare Representative,1,Married,6833,17089.0,1,Y,Yes,12,3,4,80,0,6,,2,,5,0.0,1
31.0,No,Travel_Rarely,1062,Research & Development,24.0,3,Medical,1,1252,,Female,96,2,,Healthcare Representative,1,Single,6812,17198.0,1,Y,No,19,3,2,80,0,10,2.0,3,10.0,9,1.0,8
59.0,No,Travel_Rarely,326,Sales,,3,Life Sciences,1,1254,3.0,Female,48,2,2.0,Sales Executive,4,Single,5171,,5,Y,No,17,3,4,80,0,13,,3,6.0,1,0.0,5
,No,Travel_Rarely,920,Research & Development,,3,Life Sciences,1,1255,,Male,96,1,,Research Director,4,Married,19740,18625.0,3,Y,No,14,3,2,80,1,25,2.0,3,8.0,7,0.0,7
49.0,No,Travel_Rarely,1098,Research & Development,,2,Medical,1,1256,1.0,Male,85,2,,Manager,3,Married,18711,,2,Y,No,13,3,3,80,1,23,2.0,4,,0,0.0,0
,No,Travel_Frequently,469,Research & Development,3.0,3,Technical Degree,1,1257,3.0,Male,46,3,1.0,Research Scientist,2,Married,3692,,1,Y,No,12,3,3,80,0,12,,2,,10,0.0,7
48.0,No,Travel_Rarely,969,Research & Development,2.0,2,Technical Degree,1,1258,,Male,76,4,1.0,Laboratory Technician,2,Single,2559,,5,Y,No,11,3,3,80,0,7,,2,1.0,0,,0
,No,Travel_Rarely,1167,Research & Development,,2,Life Sciences,1,1259,,Male,76,3,,Research Scientist,3,Divorced,2517,3208.0,1,Y,No,11,3,2,80,3,5,,3,,3,0.0,3
,No,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,1,1260,3.0,Male,82,3,2.0,Healthcare Representative,4,,6623,4204.0,1,Y,Yes,11,3,2,80,2,6,2.0,3,6.0,0,1.0,0
48.0,No,Travel_Rarely,715,Research & Development,,3,Life Sciences,1,1263,,Male,76,2,,Research Director,4,,18265,8733.0,6,Y,No,12,3,3,80,0,25,3.0,4,1.0,0,0.0,0
,No,Travel_Rarely,694,Research & Development,1.0,3,Life Sciences,1,1264,4.0,Female,87,2,4.0,Research Director,4,Divorced,16124,3423.0,3,Y,No,14,3,2,80,2,9,2.0,2,,7,1.0,7
34.0,No,Travel_Rarely,1320,Research & Development,,3,Technical Degree,1,1265,3.0,Female,89,4,,Research Scientist,3,Married,2585,,0,Y,No,17,3,4,80,0,2,5.0,2,1.0,0,0.0,0
44.0,No,Travel_Rarely,1099,Sales,5.0,3,Marketing,1,1267,2.0,Male,88,3,,Manager,2,,18213,,7,Y,No,11,3,3,80,1,26,,3,,9,3.0,10
33.0,No,Travel_Rarely,536,Sales,,5,Marketing,1,1268,4.0,Male,82,4,,Sales Executive,3,Divorced,8380,,0,Y,Yes,14,3,4,80,2,10,3.0,3,9.0,8,,8
19.0,No,Travel_Rarely,265,Research & Development,25.0,3,Life Sciences,1,1269,,Female,57,4,,Research Scientist,4,Single,2994,21221.0,1,Y,Yes,12,3,4,80,0,1,2.0,3,1.0,0,,1
,No,Travel_Rarely,373,Research & Development,1.0,2,Life Sciences,1,1270,4.0,Male,47,3,,Research Scientist,3,Married,1223,,1,Y,No,22,4,4,80,1,1,,3,,0,,1
25.0,Yes,Travel_Frequently,599,Sales,,1,Life Sciences,1,1273,3.0,Male,73,1,1.0,Sales Representative,4,Single,1118,,1,Y,Yes,14,3,4,80,0,1,,3,1.0,0,,0
,No,Travel_Rarely,583,Research & Development,,2,Life Sciences,1,1275,,Male,53,3,,Research Scientist,4,,2875,9973.0,1,Y,Yes,20,4,2,80,0,8,,2,,5,,2
45.0,Yes,Travel_Rarely,1449,Sales,2.0,3,Marketing,1,1277,1.0,Female,94,1,5.0,Manager,2,Single,18824,,2,Y,Yes,16,3,1,80,0,26,2.0,3,,10,,11
55.0,No,Non-Travel,177,Research & Development,8.0,1,Medical,1,1278,,Male,37,2,,Healthcare Representative,2,,13577,25592.0,1,Y,Yes,15,3,4,80,1,34,,3,,9,15.0,0
,Yes,Travel_Frequently,251,Research & Development,,2,Life Sciences,1,1279,1.0,Female,45,2,,Laboratory Technician,3,Single,2625,25308.0,1,Y,No,20,4,3,80,0,2,2.0,1,,2,,2
,No,Travel_Rarely,168,Sales,4.0,2,Marketing,1,1280,4.0,Female,33,2,5.0,Manager,2,,18789,9946.0,2,Y,No,14,3,3,80,1,26,,3,11.0,4,0.0,8
,No,Travel_Rarely,131,Sales,,3,Marketing,1,1281,,Female,86,3,2.0,Sales Executive,1,,4538,6039.0,0,Y,Yes,12,3,4,80,0,4,,3,3.0,2,0.0,2
51.0,No,Travel_Frequently,237,Sales,,3,Life Sciences,1,1282,4.0,Male,83,3,,Manager,2,Divorced,19847,19196.0,4,Y,Yes,24,4,1,80,1,31,5.0,2,,10,11.0,10
,No,Travel_Rarely,1429,Research & Development,18.0,4,Medical,1,1283,4.0,Male,67,3,,Manufacturing Director,4,Single,10512,20002.0,6,Y,No,12,3,4,80,0,25,,2,9.0,7,5.0,4
,No,Travel_Frequently,135,Research & Development,,3,Medical,1,1285,3.0,Female,46,3,2.0,Laboratory Technician,2,Divorced,4444,22534.0,4,Y,No,13,3,3,80,2,15,2.0,4,11.0,8,5.0,10
,No,Travel_Frequently,791,Research & Development,,4,Medical,1,1286,4.0,Male,44,3,1.0,Laboratory Technician,3,,2154,6842.0,0,Y,Yes,11,3,3,80,0,5,2.0,2,,2,0.0,2
44.0,No,Travel_Rarely,1199,Research & Development,4.0,2,Life Sciences,1,1288,3.0,Male,92,4,5.0,Manager,1,,19190,17477.0,1,Y,No,14,3,4,80,2,26,4.0,2,,9,14.0,13
,No,Travel_Frequently,648,Human Resources,11.0,3,Life Sciences,1,1289,3.0,Male,56,2,2.0,Human Resources,2,Married,4490,,4,Y,No,11,3,4,80,2,14,5.0,4,10.0,9,,8
35.0,No,Travel_Rarely,735,Research & Development,6.0,1,Life Sciences,1,1291,3.0,Male,66,3,1.0,Research Scientist,3,,3506,,0,Y,Yes,14,3,4,80,0,4,3.0,3,3.0,2,,2
,No,Travel_Rarely,603,Research & Development,,4,Medical,1,1292,,Female,78,4,2.0,Research Scientist,2,,2372,,6,Y,Yes,16,3,4,80,0,18,,3,,0,,0
43.0,No,Travel_Rarely,531,Sales,4.0,4,Marketing,1,1293,4.0,Female,56,2,,Sales Executive,4,,10231,,3,Y,No,14,3,4,80,0,23,3.0,4,21.0,7,15.0,17
,No,Travel_Rarely,429,Research & Development,2.0,4,Life Sciences,1,1294,3.0,Female,53,3,,Manufacturing Director,2,,5410,2323.0,9,Y,Yes,11,3,4,80,0,18,,3,16.0,14,,12
,Yes,Travel_Rarely,621,Research & Development,15.0,3,Medical,1,1295,1.0,Female,73,3,,Healthcare Representative,4,Married,7978,14075.0,1,Y,No,11,3,4,80,1,10,,3,10.0,7,,5
,No,Travel_Frequently,193,Research & Development,2.0,3,Life Sciences,1,1296,,Male,52,2,,Laboratory Technician,4,,3867,14222.0,1,Y,Yes,12,3,2,80,1,2,2.0,3,2.0,2,,2
,No,Travel_Frequently,968,Research & Development,6.0,2,Medical,1,1297,,Female,40,2,,Laboratory Technician,3,Single,2838,4257.0,0,Y,No,14,3,2,80,0,8,,2,7.0,0,7.0,7
30.0,No,Non-Travel,879,Research & Development,9.0,2,Medical,1,1298,3.0,Female,72,3,2.0,Manufacturing Director,3,Single,4695,12858.0,7,Y,Yes,18,3,3,80,0,10,3.0,3,8.0,4,1.0,7
,Yes,Travel_Rarely,806,Research & Development,7.0,3,Technical Degree,1,1299,,Female,39,3,,Laboratory Technician,3,,3339,17285.0,3,Y,Yes,13,3,1,80,2,10,2.0,3,7.0,7,7.0,7
28.0,No,Travel_Rarely,640,Research & Development,1.0,3,Technical Degree,1,1301,,Male,84,3,1.0,Research Scientist,1,,2080,,2,Y,No,11,3,2,80,0,5,2.0,2,3.0,2,1.0,2
,No,Travel_Rarely,266,Research & Development,,3,Medical,1,1303,,Female,40,3,,Research Scientist,2,Single,2096,,1,Y,No,18,3,4,80,0,2,,2,2.0,2,,1
32.0,No,Travel_Rarely,604,Sales,8.0,3,Medical,1,1304,,Male,56,4,2.0,Sales Executive,4,Married,6209,11693.0,1,Y,No,15,3,3,80,2,10,,4,10.0,7,0.0,8
45.0,No,Travel_Frequently,364,Research & Development,25.0,3,Medical,1,1306,2.0,Female,83,3,5.0,Manager,2,,18061,13035.0,3,Y,No,22,4,3,80,0,22,,3,0.0,0,0.0,0
,No,Travel_Rarely,412,Research & Development,13.0,4,Medical,1,1307,,Female,94,2,4.0,Manager,2,Divorced,17123,,6,Y,Yes,13,3,4,80,2,21,4.0,3,19.0,9,15.0,2
58.0,No,Travel_Rarely,848,Research & Development,23.0,4,Life Sciences,1,1308,1.0,Male,88,3,,Research Scientist,3,Divorced,2372,,1,Y,No,12,3,4,80,2,2,,3,,2,,2
32.0,Yes,Travel_Rarely,1089,Research & Development,,2,Life Sciences,1,1309,4.0,Male,79,3,,Laboratory Technician,3,Married,4883,22845.0,1,Y,No,18,3,1,80,1,10,,3,10.0,4,1.0,1
39.0,Yes,Travel_Rarely,360,Research & Development,,3,Medical,1,1310,3.0,Male,93,3,1.0,Research Scientist,1,Single,3904,22154.0,0,Y,No,13,3,1,80,0,6,,3,5.0,2,,3
30.0,No,Travel_Rarely,1138,Research & Development,6.0,3,Technical Degree,1,1311,,Female,48,2,,Laboratory Technician,4,,4627,23631.0,0,Y,No,12,3,1,80,1,10,6.0,3,9.0,2,,7
,No,Travel_Rarely,325,Research & Development,,4,Technical Degree,1,1312,4.0,Female,63,3,3.0,Healthcare Representative,3,Married,7094,,3,Y,No,12,3,1,80,0,10,0.0,3,7.0,7,1.0,7
,No,Travel_Rarely,991,Human Resources,1.0,2,Life Sciences,1,1314,4.0,Female,44,3,,Human Resources,1,Single,3423,,6,Y,No,12,3,3,80,0,10,,4,7.0,6,,7
,No,Non-Travel,1476,Research & Development,,3,Life Sciences,1,1315,3.0,Female,55,1,2.0,Laboratory Technician,4,Married,6674,16392.0,0,Y,No,11,3,1,80,3,10,6.0,3,9.0,8,,5
,No,Travel_Rarely,1322,Research & Development,28.0,3,Life Sciences,1,1317,,Female,43,3,,Research Director,1,Married,16880,22422.0,4,Y,Yes,11,3,2,80,0,25,2.0,3,,2,,2
,Yes,Travel_Rarely,299,Sales,,4,Marketing,1,1318,4.0,Male,57,2,3.0,Sales Executive,2,,9094,,2,Y,Yes,12,3,3,80,0,9,,3,,4,1.0,0
52.0,Yes,Travel_Rarely,1030,Sales,5.0,3,Life Sciences,1,1319,2.0,Male,64,3,3.0,Sales Executive,2,Single,8446,21534.0,9,Y,Yes,19,3,3,80,0,10,2.0,2,8.0,7,7.0,7
30.0,No,Travel_Rarely,634,Research & Development,,4,Medical,1,1321,,Female,95,3,3.0,Manager,1,Married,11916,25927.0,1,Y,Yes,23,4,4,80,2,9,,3,9.0,1,,8
,No,Travel_Rarely,524,Research & Development,,2,Life Sciences,1,1322,1.0,Male,32,3,2.0,Manufacturing Director,3,,4534,13352.0,0,Y,No,11,3,1,80,0,9,6.0,3,8.0,7,1.0,7
31.0,No,Non-Travel,587,Sales,2.0,4,Life Sciences,1,1324,,Female,57,3,3.0,Sales Executive,3,Divorced,9852,,1,Y,Yes,19,3,1,80,1,10,5.0,2,10.0,8,,6
41.0,No,Non-Travel,256,Sales,,2,Medical,1,1329,3.0,Male,40,1,,Sales Executive,2,,6151,,1,Y,No,13,3,1,80,0,19,,3,19.0,2,11.0,9
,Yes,Travel_Frequently,1060,Sales,1.0,3,Life Sciences,1,1331,4.0,Female,54,3,,Sales Representative,2,,2302,8319.0,1,Y,Yes,11,3,1,80,0,3,2.0,4,3.0,2,,2
44.0,Yes,Travel_Rarely,935,Research & Development,,3,Life Sciences,1,1333,1.0,Male,89,3,,Laboratory Technician,1,Married,2362,,4,Y,No,12,3,3,80,0,10,4.0,4,,2,1.0,2
,No,Non-Travel,495,Research & Development,2.0,1,Life Sciences,1,1334,,Male,37,3,4.0,Manager,3,,17861,26582.0,0,Y,Yes,13,3,4,80,0,21,,2,,8,,10
55.0,No,Travel_Rarely,282,Research & Development,2.0,2,Medical,1,1336,4.0,Female,58,1,,Manager,3,,19187,6992.0,4,Y,No,14,3,4,80,1,23,5.0,3,19.0,9,,11
56.0,No,Travel_Rarely,206,Human Resources,,4,Life Sciences,1,1338,4.0,Male,99,3,,Manager,2,,19717,4022.0,6,Y,No,14,3,1,80,0,36,4.0,3,,3,7.0,7
40.0,No,Non-Travel,458,Research & Development,,2,Life Sciences,1,1340,3.0,Male,74,3,1.0,Research Scientist,3,Divorced,3544,8532.0,9,Y,No,16,3,2,80,1,6,,3,4.0,2,0.0,0
,No,Travel_Rarely,943,Research & Development,,3,Life Sciences,1,1344,4.0,Male,86,3,3.0,Healthcare Representative,4,Divorced,8500,5494.0,0,Y,No,11,3,4,80,1,10,,2,,7,1.0,6
40.0,No,Travel_Rarely,523,Research & Development,,3,Life Sciences,1,1346,3.0,Male,98,3,,Research Scientist,4,Single,4661,22455.0,1,Y,No,13,3,3,80,0,9,4.0,3,9.0,8,,8
41.0,No,Travel_Frequently,1018,Sales,,3,Marketing,1,1349,3.0,Female,66,3,2.0,Sales Executive,1,,4103,,0,Y,No,17,3,4,80,1,10,2.0,3,,3,1.0,7
35.0,No,Travel_Frequently,482,Research & Development,,4,Life Sciences,1,1350,3.0,Male,87,3,2.0,Research Scientist,3,Single,4249,,1,Y,Yes,11,3,2,80,0,9,3.0,3,,6,1.0,1
51.0,No,Travel_Rarely,770,Human Resources,,3,Life Sciences,1,1352,,Male,84,3,4.0,Manager,2,Divorced,14026,17588.0,1,Y,Yes,11,3,2,80,1,33,2.0,3,,9,,10
,No,Travel_Rarely,1009,Sales,2.0,2,Life Sciences,1,1355,,Female,31,3,2.0,Sales Executive,1,,6893,19461.0,3,Y,No,15,3,4,80,1,11,3.0,3,7.0,7,,7
34.0,No,Travel_Rarely,507,Sales,,2,Medical,1,1356,,Female,66,3,2.0,Sales Executive,1,,6125,23553.0,1,Y,No,12,3,4,80,0,10,,4,10.0,8,9.0,6
25.0,No,Travel_Rarely,882,Research & Development,19.0,1,Medical,1,1358,4.0,Male,67,3,1.0,Laboratory Technician,4,,3669,,3,Y,No,11,3,3,80,3,7,,2,3.0,2,,2
58.0,Yes,Travel_Rarely,601,Research & Development,7.0,4,Medical,1,1360,,Female,53,2,3.0,Manufacturing Director,1,,10008,12023.0,7,Y,Yes,14,3,4,80,0,31,0.0,2,10.0,9,,9
40.0,No,Travel_Rarely,329,Research & Development,1.0,4,Life Sciences,1,1361,2.0,Male,88,3,,Laboratory Technician,2,Married,2387,,3,Y,No,22,4,3,80,1,7,,3,4.0,2,0.0,3
36.0,No,Travel_Frequently,607,Sales,,3,Marketing,1,1362,,Female,83,4,2.0,Sales Executive,1,,4639,2261.0,2,Y,No,16,3,4,80,1,17,2.0,2,15.0,7,6.0,13
48.0,No,Travel_Rarely,855,Research & Development,4.0,3,Life Sciences,1,1363,,Male,54,3,3.0,Manufacturing Director,4,Single,7898,,1,Y,No,11,3,3,80,0,11,2.0,3,10.0,9,0.0,8
27.0,No,Travel_Rarely,1291,Sales,,3,Medical,1,1364,,Female,98,4,1.0,Sales Representative,4,,2534,6527.0,8,Y,No,14,3,2,80,1,5,,3,,0,0.0,0
,No,Travel_Rarely,1405,Research & Development,,2,Technical Degree,1,1367,,Female,82,2,,Manufacturing Director,2,Single,13142,,3,Y,No,16,3,2,80,0,29,,2,5.0,2,,3
18.0,No,Non-Travel,1124,Research & Development,1.0,3,Life Sciences,1,1368,4.0,Female,97,3,1.0,Laboratory Technician,4,Single,1611,19305.0,1,Y,No,15,3,3,80,0,0,5.0,4,,0,,0
35.0,No,Travel_Rarely,817,Research & Development,,3,Medical,1,1369,4.0,Female,60,2,2.0,Laboratory Technician,4,Married,5363,,0,Y,No,12,3,2,80,1,10,0.0,3,,7,0.0,0
27.0,No,Travel_Frequently,793,Sales,,1,Life Sciences,1,1371,4.0,Male,43,1,2.0,Sales Executive,4,Single,5071,,3,Y,No,20,4,2,80,0,8,3.0,3,6.0,2,0.0,0
55.0,Yes,Travel_Rarely,267,Sales,,4,Marketing,1,1372,1.0,Male,85,4,,Sales Executive,3,Single,13695,9277.0,6,Y,Yes,17,3,3,80,0,24,2.0,2,19.0,7,3.0,8
56.0,No,Travel_Rarely,1369,Research & Development,23.0,3,Life Sciences,1,1373,,Male,68,3,4.0,Manufacturing Director,2,Married,13402,,4,Y,Yes,12,3,1,80,1,33,,3,19.0,16,,9
34.0,No,Non-Travel,999,Research & Development,26.0,1,Technical Degree,1,1374,,Female,92,2,,Research Scientist,3,Divorced,2029,15891.0,1,Y,No,20,4,3,80,3,5,,3,5.0,4,0.0,0
40.0,No,Travel_Rarely,1202,Research & Development,2.0,1,Medical,1,1375,,Female,89,4,2.0,Healthcare Representative,3,Divorced,6377,13888.0,5,Y,No,20,4,2,80,3,15,0.0,3,,11,11.0,8
34.0,No,Travel_Rarely,285,Research & Development,29.0,3,Medical,1,1377,2.0,Male,86,3,,Laboratory Technician,3,Married,5429,,4,Y,No,13,3,1,80,2,10,,3,8.0,7,,7
31.0,Yes,Travel_Frequently,703,Sales,2.0,3,Life Sciences,1,1379,3.0,Female,90,2,1.0,Sales Representative,4,,2785,11882.0,7,Y,No,14,3,3,80,0,3,3.0,4,,0,0.0,0
,Yes,Travel_Frequently,662,Sales,18.0,4,Marketing,1,1380,,Female,67,3,2.0,Sales Executive,3,Married,4614,,0,Y,Yes,18,3,3,80,1,5,0.0,2,,2,,2
,No,Travel_Frequently,693,Research & Development,,3,Life Sciences,1,1382,,Male,57,4,1.0,Research Scientist,3,,2610,15748.0,1,Y,No,11,3,4,80,3,4,2.0,3,,2,,3
34.0,No,Travel_Rarely,404,Research & Development,,4,Technical Degree,1,1383,,Female,98,3,2.0,Healthcare Representative,4,,6687,6163.0,1,Y,No,11,3,4,80,0,14,,4,14.0,11,,11
28.0,No,Travel_Rarely,736,Sales,,3,Life Sciences,1,1387,3.0,Male,48,2,2.0,Sales Executive,1,,4724,24232.0,1,Y,No,11,3,3,80,1,5,,3,5.0,3,,4
31.0,Yes,Travel_Rarely,330,Research & Development,22.0,4,Medical,1,1389,,Male,98,3,,Manufacturing Director,3,,6179,21057.0,1,Y,Yes,15,3,4,80,2,10,3.0,2,10.0,2,6.0,7
39.0,No,Travel_Rarely,1498,Sales,21.0,4,Life Sciences,1,1390,1.0,Male,44,2,2.0,Sales Executive,4,,6120,3567.0,3,Y,Yes,12,3,4,80,2,8,2.0,4,5.0,4,1.0,4
51.0,No,Travel_Frequently,541,Sales,,3,Marketing,1,1391,,Male,52,3,,Sales Executive,2,Married,10596,,2,Y,No,11,3,2,80,0,14,,3,4.0,2,3.0,2
41.0,No,Travel_Frequently,1200,Research & Development,22.0,3,Life Sciences,1,1392,4.0,Female,75,3,2.0,Research Scientist,4,Divorced,5467,13953.0,3,Y,Yes,14,3,1,80,2,12,,2,6.0,2,3.0,3
37.0,No,Travel_Rarely,1439,Research & Development,4.0,1,Life Sciences,1,1394,3.0,Male,54,3,1.0,Research Scientist,3,,2996,5182.0,7,Y,Yes,15,3,4,80,0,8,2.0,3,,4,1.0,3
,No,Travel_Frequently,1111,Sales,,1,Life Sciences,1,1395,,Male,61,3,,Sales Executive,4,,9998,19293.0,6,Y,No,13,3,1,80,0,8,2.0,4,5.0,4,1.0,2
,No,Travel_Rarely,499,Sales,2.0,1,Marketing,1,1396,3.0,Male,36,3,2.0,Sales Executive,2,Married,4078,20497.0,0,Y,Yes,13,3,1,80,3,4,3.0,2,3.0,2,1.0,2
,No,Non-Travel,1485,Research & Development,,2,Life Sciences,1,1397,,Male,71,3,,Healthcare Representative,3,Married,10920,,3,Y,No,21,4,2,80,1,13,,3,,4,0.0,5
,No,Travel_Rarely,1372,Sales,18.0,1,Life Sciences,1,1399,1.0,Male,93,4,,Sales Executive,3,Married,6232,12477.0,2,Y,No,11,3,2,80,0,6,3.0,2,,2,1.0,2
52.0,No,Travel_Frequently,322,Research & Development,28.0,2,Medical,1,1401,4.0,Female,59,4,4.0,Manufacturing Director,3,,13247,9731.0,2,Y,Yes,11,3,2,80,1,24,3.0,2,,3,,2
43.0,No,Travel_Rarely,930,Research & Development,6.0,3,Medical,1,1402,1.0,Female,73,2,2.0,Research Scientist,3,Single,4081,20003.0,1,Y,Yes,14,3,1,80,0,20,3.0,1,20.0,7,1.0,8
,No,Travel_Rarely,205,Sales,10.0,3,Marketing,1,1403,4.0,Female,98,2,2.0,Sales Executive,4,,5769,7100.0,1,Y,Yes,11,3,4,80,0,6,,3,,2,,4
27.0,Yes,Travel_Rarely,135,Research & Development,17.0,4,Life Sciences,1,1405,4.0,Female,51,3,1.0,Research Scientist,3,,2394,25681.0,1,Y,Yes,13,3,4,80,0,8,,3,8.0,2,,7
26.0,No,Travel_Rarely,683,Research & Development,2.0,1,Medical,1,1407,1.0,Male,36,2,,Research Scientist,4,,3904,4050.0,0,Y,No,12,3,4,80,0,5,2.0,3,4.0,3,1.0,1
42.0,No,Travel_Rarely,1147,Human Resources,10.0,3,Human Resources,1,1408,3.0,Female,31,3,4.0,Manager,1,,16799,,0,Y,No,14,3,3,80,1,21,5.0,3,20.0,7,,9
,No,Travel_Rarely,258,Research & Development,8.0,4,Other,1,1409,,Female,54,3,,Laboratory Technician,1,Married,2950,17363.0,9,Y,No,13,3,3,80,0,12,,1,,4,0.0,4
37.0,No,Travel_Rarely,1462,Research & Development,11.0,3,Medical,1,1411,1.0,Female,94,3,,Laboratory Technician,3,,3629,,4,Y,No,18,3,1,80,0,8,6.0,3,3.0,2,0.0,2
,No,Travel_Frequently,200,Research & Development,18.0,2,Life Sciences,1,1412,,Male,60,3,3.0,Manufacturing Director,4,Single,9362,,2,Y,No,11,3,3,80,0,10,,3,2.0,2,,2
,No,Travel_Rarely,949,Research & Development,,3,Technical Degree,1,1415,1.0,Male,81,3,1.0,Laboratory Technician,4,Married,3229,4910.0,4,Y,No,11,3,2,80,1,7,2.0,2,3.0,2,0.0,2
26.0,No,Travel_Rarely,652,Research & Development,,3,Other,1,1417,3.0,Male,100,4,,Laboratory Technician,1,Single,3578,23577.0,0,Y,No,12,3,4,80,0,8,2.0,3,,7,0.0,7
29.0,No,Travel_Rarely,332,Human Resources,17.0,3,Other,1,1419,,Male,51,2,3.0,Human Resources,1,,7988,,1,Y,No,13,3,1,80,0,10,3.0,2,10.0,9,0.0,9
49.0,Yes,Travel_Frequently,1475,Research & Development,28.0,2,Life Sciences,1,1420,1.0,Male,97,2,,Laboratory Technician,1,Single,4284,22710.0,3,Y,No,20,4,1,80,0,20,,3,4.0,3,,3
29.0,Yes,Travel_Frequently,337,Research & Development,14.0,1,Other,1,1421,3.0,Female,84,3,,Healthcare Representative,4,,7553,22930.0,0,Y,Yes,12,3,1,80,0,9,1.0,3,,7,,7
54.0,No,Travel_Rarely,971,Research & Development,1.0,3,Medical,1,1422,4.0,Female,54,3,,Research Director,4,Single,17328,5652.0,6,Y,No,19,3,4,80,0,29,,2,20.0,7,,7
58.0,No,Travel_Rarely,1055,Research & Development,,3,Medical,1,1423,4.0,Female,76,3,5.0,Research Director,1,Married,19701,22456.0,3,Y,Yes,21,4,3,80,1,32,3.0,3,9.0,8,1.0,5
,No,Travel_Rarely,1136,Research & Development,,4,Medical,1,1424,,Male,81,4,4.0,Research Director,4,,14732,,2,Y,No,13,3,4,80,2,31,,4,7.0,7,0.0,0
36.0,No,Travel_Rarely,1174,Sales,,4,Marketing,1,1425,,Female,99,3,2.0,Sales Executive,2,Single,9278,,3,Y,Yes,16,3,4,80,0,15,3.0,3,,4,0.0,1
31.0,Yes,Travel_Frequently,667,Sales,,4,Life Sciences,1,1427,,Female,50,1,,Sales Representative,3,Single,1359,16154.0,1,Y,No,12,3,2,80,0,1,3.0,3,1.0,0,0.0,0
30.0,No,Travel_Rarely,855,Sales,7.0,4,Marketing,1,1428,,Female,73,3,2.0,Sales Executive,1,Divorced,4779,,7,Y,No,14,3,2,80,2,8,3.0,3,3.0,2,0.0,2
,No,Travel_Rarely,182,Research & Development,8.0,5,Life Sciences,1,1430,1.0,Female,93,3,,Research Director,2,Single,16422,8847.0,3,Y,No,11,3,3,80,0,9,,4,3.0,2,1.0,0
34.0,No,Travel_Frequently,560,Research & Development,1.0,4,Other,1,1431,4.0,Male,91,3,1.0,Research Scientist,1,Divorced,2996,,5,Y,No,14,3,3,80,2,10,2.0,3,,3,1.0,3
,Yes,Travel_Rarely,202,Research & Development,,3,Life Sciences,1,1433,,Female,34,2,,Research Scientist,2,Single,1261,22262.0,1,Y,No,12,3,3,80,0,1,,4,1.0,0,0.0,0
,No,Travel_Rarely,1377,Research & Development,11.0,1,Life Sciences,1,1434,2.0,Male,91,3,1.0,Laboratory Technician,1,Married,2099,,0,Y,No,14,3,2,80,0,6,3.0,4,,0,1.0,4
36.0,No,Travel_Rarely,172,Research & Development,4.0,4,Life Sciences,1,1435,1.0,Male,37,2,2.0,Laboratory Technician,4,Single,5810,,1,Y,No,16,3,3,80,0,10,2.0,2,10.0,4,1.0,8
,No,Travel_Rarely,329,Sales,16.0,4,Marketing,1,1436,3.0,Female,98,2,2.0,Sales Executive,1,Married,5647,13494.0,4,Y,No,13,3,1,80,2,11,3.0,2,3.0,2,,2
